Candidate_ID,Resume_Text,Skills,Experience (Years),Education,Certifications,Applied_Job_Title,Required_Skills,Industry,Job_Description,Work_Type,Location,Salary_Expectation,Offered_Salary,Application_Status,Hired,Performance_Score
CAND_1265,"Candidate 265 has experience in Deep Learning, TensorFlow, PyTorch.","AWS, DevOps, Kubernetes",9,Diploma,PMP,AI Engineer,"React, JavaScript, Node.js",Healthcare,"Looking for a AI Engineer with skills in React, JavaScript, Node.js.",Hybrid,Chicago,109742,104776,Shortlisted,0,
CAND_1266,"Candidate 266 has experience in React, JavaScript, Node.js.","Java, Spring Boot, Microservices",12,Diploma,None,DevOps Engineer,"AWS, DevOps, Kubernetes",Healthcare,"Looking for a DevOps Engineer with skills in AWS, DevOps, Kubernetes.",Hybrid,Berlin,105040,108689,Shortlisted,0,
CAND_1267,"Candidate 267 has experience in React, JavaScript, Node.js.","SQL, Data Analysis, Tableau",15,PhD,Google Data Engineer,Software Engineer,"React, JavaScript, Node.js",Finance,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",Remote,New York,52020,52689,Shortlisted,0,
CAND_1268,"Candidate 268 has experience in Python, Machine Learning, NLP.","Cybersecurity, Penetration Testing, Risk Assessment",5,Bachelor's,PMP,Software Engineer,"C++, Embedded Systems, IoT",Education,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",Hybrid,Berlin,149626,145524,Hired,1,0.35
CAND_1269,"Candidate 269 has experience in SQL, Data Analysis, Tableau.","Java, Spring Boot, Microservices",3,PhD,Certified Ethical Hacker,Data Scientist,"Deep Learning, TensorFlow, PyTorch",IT,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Remote,Chicago,73218,77521,Interviewed,0,
CAND_1270,"Candidate 270 has experience in SQL, Data Analysis, Tableau.","C++, Embedded Systems, IoT",4,Bachelor's,AWS Certified,Security Analyst,"Python, Machine Learning, NLP",Healthcare,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",On-site,New York,142931,139093,Rejected,0,
CAND_1271,"Candidate 271 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",9,PhD,AWS Certified,AI Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",On-site,London,59403,58851,Interviewed,0,
CAND_1272,"Candidate 272 has experience in C++, Embedded Systems, IoT.","Java, Spring Boot, Microservices",5,Master's,Google Data Engineer,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,London,71945,70648,Interviewed,0,
CAND_1273,"Candidate 273 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",2,Bachelor's,AWS Certified,Software Engineer,"SQL, Data Analysis, Tableau",IT,"Looking for a Software Engineer with skills in SQL, Data Analysis, Tableau.",On-site,London,98157,93679,Interviewed,0,
CAND_1274,"Candidate 274 has experience in C++, Embedded Systems, IoT.","AWS, DevOps, Kubernetes",1,Bachelor's,AWS Certified,Data Scientist,"SQL, Data Analysis, Tableau",Finance,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",Hybrid,London,57402,61882,Interviewed,0,
CAND_1275,"Candidate 275 has experience in React, JavaScript, Node.js.","React, JavaScript, Node.js",1,PhD,Certified Ethical Hacker,Software Engineer,"C++, Embedded Systems, IoT",IT,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",Hybrid,London,70564,70529,Rejected,0,
CAND_1276,"Candidate 276 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",2,Bachelor's,Certified Ethical Hacker,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,New York,138598,134300,Rejected,0,
CAND_1277,"Candidate 277 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","C++, Embedded Systems, IoT",4,PhD,Google Data Engineer,Software Engineer,"React, JavaScript, Node.js",E-commerce,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",On-site,London,118982,114272,Hired,1,0.41
CAND_1278,"Candidate 278 has experience in SQL, Data Analysis, Tableau.","React, JavaScript, Node.js",7,Diploma,None,DevOps Engineer,"Java, Spring Boot, Microservices",Finance,"Looking for a DevOps Engineer with skills in Java, Spring Boot, Microservices.",Remote,San Francisco,97404,99623,Hired,1,0.71
CAND_1279,"Candidate 279 has experience in AWS, DevOps, Kubernetes.","React, JavaScript, Node.js",7,PhD,None,Data Scientist,"Python, Machine Learning, NLP",Education,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Remote,Berlin,147314,151458,Interviewed,0,
CAND_1280,"Candidate 280 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","React, JavaScript, Node.js",14,PhD,Google Data Engineer,Software Engineer,"Python, Machine Learning, NLP",IT,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",Hybrid,Berlin,98587,101333,Hired,1,0.92
CAND_1281,"Candidate 281 has experience in Deep Learning, TensorFlow, PyTorch.","Java, Spring Boot, Microservices",15,Master's,Certified Ethical Hacker,Data Scientist,"SQL, Data Analysis, Tableau",Healthcare,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",On-site,New York,93863,98215,Interviewed,0,
CAND_1282,"Candidate 282 has experience in React, JavaScript, Node.js.","Deep Learning, TensorFlow, PyTorch",12,PhD,None,DevOps Engineer,"AWS, DevOps, Kubernetes",Healthcare,"Looking for a DevOps Engineer with skills in AWS, DevOps, Kubernetes.",On-site,San Francisco,129514,130881,Interviewed,0,
CAND_1283,"Candidate 283 has experience in React, JavaScript, Node.js.","Deep Learning, TensorFlow, PyTorch",6,PhD,AWS Certified,AI Engineer,"SQL, Data Analysis, Tableau",Education,"Looking for a AI Engineer with skills in SQL, Data Analysis, Tableau.",Remote,London,143600,142693,Interviewed,0,
CAND_1284,"Candidate 284 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Python, Machine Learning, NLP",13,Diploma,Certified Ethical Hacker,Software Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",Remote,New York,53412,53268,Shortlisted,0,
CAND_1285,"Candidate 285 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",15,Diploma,Google Data Engineer,DevOps Engineer,"AWS, DevOps, Kubernetes",Healthcare,"Looking for a DevOps Engineer with skills in AWS, DevOps, Kubernetes.",Hybrid,Chicago,101964,106720,Hired,1,0.5
CAND_1286,"Candidate 286 has experience in Python, Machine Learning, NLP.","Java, Spring Boot, Microservices",10,PhD,Certified Ethical Hacker,Security Analyst,"C++, Embedded Systems, IoT",Healthcare,"Looking for a Security Analyst with skills in C++, Embedded Systems, IoT.",Remote,San Francisco,68880,73319,Rejected,0,
CAND_1287,"Candidate 287 has experience in SQL, Data Analysis, Tableau.","C++, Embedded Systems, IoT",3,Bachelor's,PMP,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,Chicago,74488,78813,Hired,1,0.65
CAND_1288,"Candidate 288 has experience in AWS, DevOps, Kubernetes.","C++, Embedded Systems, IoT",1,Master's,PMP,AI Engineer,"C++, Embedded Systems, IoT",E-commerce,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",On-site,New York,113775,110676,Rejected,0,
CAND_1289,"Candidate 289 has experience in Java, Spring Boot, Microservices.","Java, Spring Boot, Microservices",15,Master's,PMP,Data Scientist,"Java, Spring Boot, Microservices",IT,"Looking for a Data Scientist with skills in Java, Spring Boot, Microservices.",Remote,San Francisco,60737,61216,Shortlisted,0,
CAND_1290,"Candidate 290 has experience in AWS, DevOps, Kubernetes.","AWS, DevOps, Kubernetes",2,PhD,Google Data Engineer,Software Engineer,"React, JavaScript, Node.js",Healthcare,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",Hybrid,Chicago,112657,113538,Rejected,0,
CAND_1291,"Candidate 291 has experience in Deep Learning, TensorFlow, PyTorch.","Python, Machine Learning, NLP",9,Diploma,None,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",IT,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,Berlin,109673,112119,Interviewed,0,
CAND_1292,"Candidate 292 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","C++, Embedded Systems, IoT",2,Bachelor's,None,AI Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",On-site,New York,113348,113836,Rejected,0,
CAND_1293,"Candidate 293 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",3,PhD,Certified Ethical Hacker,AI Engineer,"Java, Spring Boot, Microservices",E-commerce,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",On-site,Chicago,75175,79099,Hired,1,0.47
CAND_1294,"Candidate 294 has experience in React, JavaScript, Node.js.","React, JavaScript, Node.js",7,Master's,Certified Ethical Hacker,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",On-site,Chicago,117750,113664,Rejected,0,
CAND_1295,"Candidate 295 has experience in C++, Embedded Systems, IoT.","SQL, Data Analysis, Tableau",12,PhD,Google Data Engineer,Security Analyst,"Python, Machine Learning, NLP",Healthcare,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",Hybrid,London,117257,112409,Hired,1,0.43
CAND_1296,"Candidate 296 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",8,Bachelor's,AWS Certified,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,Chicago,85293,88480,Shortlisted,0,
CAND_1297,"Candidate 297 has experience in Deep Learning, TensorFlow, PyTorch.","React, JavaScript, Node.js",13,PhD,Google Data Engineer,Data Scientist,"SQL, Data Analysis, Tableau",Healthcare,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",Remote,Berlin,86477,86913,Shortlisted,0,
CAND_1298,"Candidate 298 has experience in React, JavaScript, Node.js.","Java, Spring Boot, Microservices",3,PhD,AWS Certified,Data Scientist,"SQL, Data Analysis, Tableau",Healthcare,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",Hybrid,San Francisco,65409,62498,Interviewed,0,
CAND_1299,"Candidate 299 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",6,Diploma,Certified Ethical Hacker,AI Engineer,"C++, Embedded Systems, IoT",Healthcare,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",Remote,San Francisco,103534,99139,Rejected,0,
CAND_1300,"Candidate 300 has experience in AWS, DevOps, Kubernetes.","React, JavaScript, Node.js",6,Master's,Google Data Engineer,DevOps Engineer,"AWS, DevOps, Kubernetes",IT,"Looking for a DevOps Engineer with skills in AWS, DevOps, Kubernetes.",Remote,Chicago,50332,49657,Shortlisted,0,
CAND_1301,"Candidate 301 has experience in Deep Learning, TensorFlow, PyTorch.","Cybersecurity, Penetration Testing, Risk Assessment",8,PhD,Certified Ethical Hacker,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,London,74328,69448,Shortlisted,0,
CAND_1302,"Candidate 302 has experience in Java, Spring Boot, Microservices.","React, JavaScript, Node.js",13,Bachelor's,AWS Certified,DevOps Engineer,"C++, Embedded Systems, IoT",Education,"Looking for a DevOps Engineer with skills in C++, Embedded Systems, IoT.",On-site,London,56245,58571,Hired,1,0.44
CAND_1303,"Candidate 303 has experience in Java, Spring Boot, Microservices.","Deep Learning, TensorFlow, PyTorch",5,Diploma,PMP,Software Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",Remote,New York,83298,85465,Interviewed,0,
CAND_1304,"Candidate 304 has experience in Java, Spring Boot, Microservices.","C++, Embedded Systems, IoT",6,PhD,Certified Ethical Hacker,DevOps Engineer,"SQL, Data Analysis, Tableau",Finance,"Looking for a DevOps Engineer with skills in SQL, Data Analysis, Tableau.",Remote,London,54496,55889,Interviewed,0,
CAND_1305,"Candidate 305 has experience in React, JavaScript, Node.js.","C++, Embedded Systems, IoT",9,Diploma,Google Data Engineer,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,New York,145562,145645,Interviewed,0,
CAND_1306,"Candidate 306 has experience in Python, Machine Learning, NLP.","C++, Embedded Systems, IoT",9,Bachelor's,None,DevOps Engineer,"React, JavaScript, Node.js",IT,"Looking for a DevOps Engineer with skills in React, JavaScript, Node.js.",Remote,San Francisco,85208,83133,Interviewed,0,
CAND_1307,"Candidate 307 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Python, Machine Learning, NLP",10,PhD,Certified Ethical Hacker,Software Engineer,"Deep Learning, TensorFlow, PyTorch",E-commerce,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Remote,Chicago,93107,92307,Interviewed,0,
CAND_1308,"Candidate 308 has experience in React, JavaScript, Node.js.","Java, Spring Boot, Microservices",4,Bachelor's,Certified Ethical Hacker,Software Engineer,"Python, Machine Learning, NLP",Healthcare,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",Remote,Berlin,149224,151759,Hired,1,0.4
CAND_1309,"Candidate 309 has experience in Python, Machine Learning, NLP.","React, JavaScript, Node.js",13,Diploma,None,Data Scientist,"Python, Machine Learning, NLP",Finance,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Remote,San Francisco,81323,79943,Hired,1,0.51
CAND_1310,"Candidate 310 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",6,Bachelor's,Certified Ethical Hacker,Data Scientist,"SQL, Data Analysis, Tableau",Education,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",On-site,San Francisco,115726,113091,Hired,1,0.65
CAND_1311,"Candidate 311 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Deep Learning, TensorFlow, PyTorch",4,PhD,Google Data Engineer,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,Chicago,86255,86736,Interviewed,0,
CAND_1312,"Candidate 312 has experience in SQL, Data Analysis, Tableau.","SQL, Data Analysis, Tableau",6,PhD,None,DevOps Engineer,"Deep Learning, TensorFlow, PyTorch",E-commerce,"Looking for a DevOps Engineer with skills in Deep Learning, TensorFlow, PyTorch.",On-site,London,109853,111134,Shortlisted,0,
CAND_1313,"Candidate 313 has experience in Java, Spring Boot, Microservices.","SQL, Data Analysis, Tableau",6,Diploma,PMP,Security Analyst,"AWS, DevOps, Kubernetes",IT,"Looking for a Security Analyst with skills in AWS, DevOps, Kubernetes.",Hybrid,New York,114785,112563,Rejected,0,
CAND_1314,"Candidate 314 has experience in SQL, Data Analysis, Tableau.","C++, Embedded Systems, IoT",11,PhD,Certified Ethical Hacker,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,San Francisco,147689,146189,Hired,1,0.18
CAND_1315,"Candidate 315 has experience in Deep Learning, TensorFlow, PyTorch.","C++, Embedded Systems, IoT",14,PhD,None,DevOps Engineer,"React, JavaScript, Node.js",IT,"Looking for a DevOps Engineer with skills in React, JavaScript, Node.js.",Remote,Berlin,127046,126291,Hired,1,0.88
CAND_1316,"Candidate 316 has experience in Deep Learning, TensorFlow, PyTorch.","SQL, Data Analysis, Tableau",14,Bachelor's,Google Data Engineer,Software Engineer,"AWS, DevOps, Kubernetes",Healthcare,"Looking for a Software Engineer with skills in AWS, DevOps, Kubernetes.",Hybrid,New York,119341,119849,Rejected,0,
CAND_1317,"Candidate 317 has experience in C++, Embedded Systems, IoT.","AWS, DevOps, Kubernetes",9,PhD,Certified Ethical Hacker,DevOps Engineer,"React, JavaScript, Node.js",Healthcare,"Looking for a DevOps Engineer with skills in React, JavaScript, Node.js.",Remote,London,106727,111497,Hired,1,0.15
CAND_1318,"Candidate 318 has experience in Deep Learning, TensorFlow, PyTorch.","C++, Embedded Systems, IoT",14,PhD,Certified Ethical Hacker,Security Analyst,"SQL, Data Analysis, Tableau",Healthcare,"Looking for a Security Analyst with skills in SQL, Data Analysis, Tableau.",On-site,New York,141945,144936,Shortlisted,0,
CAND_1319,"Candidate 319 has experience in React, JavaScript, Node.js.","AWS, DevOps, Kubernetes",10,PhD,Google Data Engineer,AI Engineer,"Java, Spring Boot, Microservices",Education,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",On-site,London,88713,85979,Rejected,0,
CAND_1320,"Candidate 320 has experience in React, JavaScript, Node.js.","Deep Learning, TensorFlow, PyTorch",11,Bachelor's,PMP,DevOps Engineer,"Deep Learning, TensorFlow, PyTorch",E-commerce,"Looking for a DevOps Engineer with skills in Deep Learning, TensorFlow, PyTorch.",On-site,New York,109180,113431,Rejected,0,
CAND_1321,"Candidate 321 has experience in Python, Machine Learning, NLP.","Deep Learning, TensorFlow, PyTorch",9,Master's,PMP,Security Analyst,"Java, Spring Boot, Microservices",Healthcare,"Looking for a Security Analyst with skills in Java, Spring Boot, Microservices.",Remote,London,98952,96427,Rejected,0,
CAND_1322,"Candidate 322 has experience in Python, Machine Learning, NLP.","Java, Spring Boot, Microservices",5,Diploma,None,DevOps Engineer,"AWS, DevOps, Kubernetes",IT,"Looking for a DevOps Engineer with skills in AWS, DevOps, Kubernetes.",Hybrid,San Francisco,103318,103082,Rejected,0,
CAND_1323,"Candidate 323 has experience in Deep Learning, TensorFlow, PyTorch.","SQL, Data Analysis, Tableau",3,PhD,PMP,DevOps Engineer,"Python, Machine Learning, NLP",Finance,"Looking for a DevOps Engineer with skills in Python, Machine Learning, NLP.",Remote,New York,75337,73335,Interviewed,0,
CAND_1324,"Candidate 324 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",9,PhD,Google Data Engineer,DevOps Engineer,"Java, Spring Boot, Microservices",Finance,"Looking for a DevOps Engineer with skills in Java, Spring Boot, Microservices.",On-site,San Francisco,128450,133395,Rejected,0,
CAND_1325,"Candidate 325 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",2,Bachelor's,Certified Ethical Hacker,Data Scientist,"Java, Spring Boot, Microservices",Finance,"Looking for a Data Scientist with skills in Java, Spring Boot, Microservices.",Remote,Berlin,111483,110577,Interviewed,0,
CAND_1326,"Candidate 326 has experience in C++, Embedded Systems, IoT.","C++, Embedded Systems, IoT",12,Master's,AWS Certified,Security Analyst,"C++, Embedded Systems, IoT",Education,"Looking for a Security Analyst with skills in C++, Embedded Systems, IoT.",Remote,Chicago,148286,152208,Hired,1,0.03
CAND_1327,"Candidate 327 has experience in React, JavaScript, Node.js.","Python, Machine Learning, NLP",7,Diploma,Google Data Engineer,AI Engineer,"C++, Embedded Systems, IoT",Education,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",Hybrid,London,114502,112428,Rejected,0,
CAND_1328,"Candidate 328 has experience in Java, Spring Boot, Microservices.","Java, Spring Boot, Microservices",4,PhD,None,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Finance,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,San Francisco,104768,107861,Rejected,0,
CAND_1329,"Candidate 329 has experience in Java, Spring Boot, Microservices.","Python, Machine Learning, NLP",15,PhD,Google Data Engineer,Software Engineer,"Python, Machine Learning, NLP",Finance,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",Hybrid,Berlin,109507,107605,Interviewed,0,
CAND_1330,"Candidate 330 has experience in Python, Machine Learning, NLP.","Cybersecurity, Penetration Testing, Risk Assessment",15,Master's,AWS Certified,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Healthcare,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",On-site,Chicago,53084,53081,Shortlisted,0,
CAND_1331,"Candidate 331 has experience in Java, Spring Boot, Microservices.","C++, Embedded Systems, IoT",3,PhD,Google Data Engineer,Software Engineer,"Python, Machine Learning, NLP",Finance,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",Hybrid,San Francisco,61576,57700,Shortlisted,0,
CAND_1332,"Candidate 332 has experience in React, JavaScript, Node.js.","Java, Spring Boot, Microservices",4,Master's,Certified Ethical Hacker,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,Chicago,50073,49096,Hired,1,0.16
CAND_1333,"Candidate 333 has experience in Python, Machine Learning, NLP.","SQL, Data Analysis, Tableau",3,PhD,PMP,Data Scientist,"C++, Embedded Systems, IoT",Healthcare,"Looking for a Data Scientist with skills in C++, Embedded Systems, IoT.",On-site,San Francisco,69787,73820,Rejected,0,
CAND_1334,"Candidate 334 has experience in C++, Embedded Systems, IoT.","AWS, DevOps, Kubernetes",4,Master's,PMP,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,New York,112790,108672,Shortlisted,0,
CAND_1335,"Candidate 335 has experience in Deep Learning, TensorFlow, PyTorch.","Deep Learning, TensorFlow, PyTorch",3,Bachelor's,Google Data Engineer,AI Engineer,"Python, Machine Learning, NLP",Education,"Looking for a AI Engineer with skills in Python, Machine Learning, NLP.",Hybrid,Berlin,85864,87351,Hired,1,0.43
CAND_1336,"Candidate 336 has experience in SQL, Data Analysis, Tableau.","Java, Spring Boot, Microservices",15,PhD,PMP,Data Scientist,"Java, Spring Boot, Microservices",Finance,"Looking for a Data Scientist with skills in Java, Spring Boot, Microservices.",Hybrid,New York,143500,139769,Shortlisted,0,
CAND_1337,"Candidate 337 has experience in Deep Learning, TensorFlow, PyTorch.","AWS, DevOps, Kubernetes",14,Bachelor's,None,Data Scientist,"Cybersecurity, Penetration Testing, Risk Assessment",Finance,"Looking for a Data Scientist with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,San Francisco,136425,135121,Shortlisted,0,
CAND_1338,"Candidate 338 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",1,Diploma,PMP,Data Scientist,"Python, Machine Learning, NLP",Healthcare,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Remote,London,119624,123983,Shortlisted,0,
CAND_1339,"Candidate 339 has experience in Python, Machine Learning, NLP.","Cybersecurity, Penetration Testing, Risk Assessment",5,Master's,None,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",IT,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,New York,99340,100493,Shortlisted,0,
CAND_1340,"Candidate 340 has experience in Deep Learning, TensorFlow, PyTorch.","React, JavaScript, Node.js",9,Diploma,Certified Ethical Hacker,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Healthcare,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,London,58853,62311,Rejected,0,
CAND_1341,"Candidate 341 has experience in React, JavaScript, Node.js.","SQL, Data Analysis, Tableau",7,PhD,Google Data Engineer,Software Engineer,"AWS, DevOps, Kubernetes",E-commerce,"Looking for a Software Engineer with skills in AWS, DevOps, Kubernetes.",Remote,London,53436,53642,Hired,1,0.25
CAND_1342,"Candidate 342 has experience in React, JavaScript, Node.js.","AWS, DevOps, Kubernetes",12,PhD,Certified Ethical Hacker,AI Engineer,"Python, Machine Learning, NLP",Finance,"Looking for a AI Engineer with skills in Python, Machine Learning, NLP.",On-site,San Francisco,145053,146070,Hired,1,0.11
CAND_1343,"Candidate 343 has experience in C++, Embedded Systems, IoT.","Deep Learning, TensorFlow, PyTorch",9,PhD,AWS Certified,Software Engineer,"C++, Embedded Systems, IoT",IT,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",On-site,Berlin,112563,111856,Rejected,0,
CAND_1344,"Candidate 344 has experience in Deep Learning, TensorFlow, PyTorch.","Java, Spring Boot, Microservices",3,Bachelor's,PMP,Security Analyst,"Java, Spring Boot, Microservices",E-commerce,"Looking for a Security Analyst with skills in Java, Spring Boot, Microservices.",On-site,San Francisco,134928,138903,Shortlisted,0,
CAND_1345,"Candidate 345 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",10,Bachelor's,None,Security Analyst,"Java, Spring Boot, Microservices",Education,"Looking for a Security Analyst with skills in Java, Spring Boot, Microservices.",On-site,Berlin,140213,143522,Interviewed,0,
CAND_1346,"Candidate 346 has experience in SQL, Data Analysis, Tableau.","Python, Machine Learning, NLP",2,Bachelor's,Google Data Engineer,Software Engineer,"Java, Spring Boot, Microservices",IT,"Looking for a Software Engineer with skills in Java, Spring Boot, Microservices.",Hybrid,London,51633,51532,Hired,1,0.65
CAND_1347,"Candidate 347 has experience in React, JavaScript, Node.js.","Python, Machine Learning, NLP",14,PhD,AWS Certified,Software Engineer,"React, JavaScript, Node.js",Healthcare,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",On-site,Berlin,99753,96352,Interviewed,0,
CAND_1348,"Candidate 348 has experience in Java, Spring Boot, Microservices.","Python, Machine Learning, NLP",6,PhD,Google Data Engineer,Security Analyst,"Java, Spring Boot, Microservices",IT,"Looking for a Security Analyst with skills in Java, Spring Boot, Microservices.",On-site,New York,75478,78035,Rejected,0,
CAND_1349,"Candidate 349 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",4,Diploma,Google Data Engineer,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,Chicago,66198,70679,Interviewed,0,
CAND_1350,"Candidate 350 has experience in AWS, DevOps, Kubernetes.","SQL, Data Analysis, Tableau",2,Bachelor's,None,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",On-site,New York,52876,52830,Shortlisted,0,
CAND_1351,"Candidate 351 has experience in Java, Spring Boot, Microservices.","Java, Spring Boot, Microservices",13,Master's,Certified Ethical Hacker,Data Scientist,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a Data Scientist with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,London,82670,78975,Hired,1,0.44
CAND_1352,"Candidate 352 has experience in AWS, DevOps, Kubernetes.","AWS, DevOps, Kubernetes",12,PhD,Google Data Engineer,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,San Francisco,74746,76415,Interviewed,0,
CAND_1353,"Candidate 353 has experience in Python, Machine Learning, NLP.","AWS, DevOps, Kubernetes",12,PhD,PMP,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,San Francisco,73171,75573,Rejected,0,
